alpha,max_thickness,chord_at_max_thickness,max_camber,chord_at_max_camber,reynolds_no,CL,CD
-3.25,8.0,29.9,2.0,40.0,200000,-0.2307,0.01383
-2.75,15.0,30.0,2.0,40.0,50000,-0.3949,0.02776
-2.0,10.0,29.9,2.0,40.0,1000000,0.0267,0.00629
5.75,12.0,29.9,1.0,40.0,200000,0.7654,0.01337
13.25,15.0,29.5,2.0,39.6,1000000,1.452,0.02354
13.5,14.0,29.5,2.0,39.6,1000000,1.4738,0.0245
11.0,12.0,30.0,4.0,40.0,50000,1.3527,0.04742
17.5,21.0,30.0,4.0,40.0,1000000,1.5738,0.06925
9.75,15.0,29.5,2.0,39.6,100000,1.1555,0.02808
10.0,21.0,30.0,0.0,0.0,100000,1.102,0.03291
13.5,18.0,30.0,0.0,0.0,200000,1.1366,0.03607
-7.25,12.0,30.0,4.0,40.0,100000,-0.4471,0.0883
3.0,12.0,30.1,6.0,39.6,1000000,0.9976,0.00745
-14.5,18.0,30.0,4.0,40.0,1000000,-1.0543,0.02085
-1.0,24.0,29.4,4.0,40.0,50000,-0.6616,0.0613
-0.75,12.0,30.1,6.0,39.6,1000000,0.5658,0.00766
-8.25,18.0,30.0,4.0,40.0,100000,-0.6965,0.04242
-6.75,8.0,30.0,0.0,0.0,100000,-0.7128,0.03389
-1.75,9.0,30.9,0.0,0.0,200000,-0.3586,0.00893
0.25,21.0,30.0,2.0,40.0,1000000,0.2654,0.00813
2.0,12.0,30.0,4.0,40.0,1000000,0.7055,0.00622
4.25,15.0,30.9,4.0,40.2,50000,0.3912,0.05948
-3.5,18.0,30.0,4.0,40.0,200000,0.0937,0.01512
-6.5,24.0,30.0,0.0,0.0,200000,-0.6547,0.0194
-8.25,8.0,30.0,0.0,0.0,200000,-0.7847,0.05406
8.25,10.0,29.9,2.0,40.0,200000,1.0399,0.02343
17.5,18.0,30.0,4.0,40.0,200000,1.4149,0.08823
8.5,24.0,30.0,0.0,0.0,200000,0.9202,0.02304
-0.25,8.0,29.9,2.0,40.0,100000,0.0545,0.01336
1.25,15.0,29.5,2.0,39.6,1000000,0.3785,0.00648
-10.5,24.0,29.4,4.0,40.0,100000,-0.8907,0.05448
-1.25,12.2,22.5,0.0,0.0,200000,-0.1568,0.01046
-5.5,12.0,30.0,0.0,0.0,200000,-0.6592,0.014
-3.75,15.0,30.0,0.0,0.0,50000,-0.586,0.02691
0.25,8.0,30.0,1.0,40.0,1000000,0.1386,0.00395
-11.0,18.0,30.0,0.0,0.0,1000000,-1.2083,0.01575
1.75,9.0,30.9,0.0,0.0,100000,0.2086,0.01399
-10.75,15.0,30.9,4.0,40.2,1000000,-0.6659,0.01496
0.5,12.0,30.1,6.0,39.6,50000,0.3387,0.04843
-6.0,21.0,30.0,0.0,0.0,1000000,-0.6331,0.0095
6.5,15.0,30.9,4.0,40.2,200000,1.1343,0.01596
-16.25,21.0,30.0,0.0,0.0,200000,-1.1864,0.05287
-3.25,12.0,30.0,0.0,0.0,200000,-0.4689,0.01118
-3.5,15.0,29.5,2.0,39.6,50000,-0.4514,0.02858
17.0,18.0,30.0,0.0,0.0,1000000,1.4005,0.04358
9.25,12.2,22.5,0.0,0.0,1000000,1.0368,0.01265
-1.0,21.0,30.0,2.0,40.0,200000,0.1277,0.01374
8.25,8.0,29.9,2.0,40.0,200000,1.0391,0.03179
1.5,14.0,29.5,2.0,39.6,100000,0.5073,0.01663
-1.5,11.0,29.5,2.5,39.6,200000,0.0801,0.01063
-6.5,24.0,30.0,0.0,0.0,100000,-0.8664,0.03137
0.75,15.0,30.9,4.0,40.2,50000,0.1254,0.04319
8.0,18.0,30.0,4.0,40.0,50000,0.4685,0.11041
12.25,9.0,29.3,6.0,39.6,100000,1.4203,0.05589
-4.75,12.0,30.0,4.0,40.0,50000,-0.4076,0.05599
-11.75,10.0,30.0,0.0,0.0,200000,-0.7617,0.10155
-8.25,12.2,22.5,0.0,0.0,100000,-0.8757,0.03471
10.5,12.0,30.0,2.0,40.0,200000,1.196,0.02971
12.5,24.0,29.4,4.0,40.0,1000000,1.3284,0.02845
4.0,18.0,30.0,2.0,40.0,100000,0.8096,0.02094
6.25,15.0,29.5,2.0,39.6,100000,0.9341,0.02059
9.0,24.0,30.0,0.0,0.0,200000,0.9833,0.02401
-9.25,15.0,30.0,0.0,0.0,1000000,-1.0641,0.01374
16.25,21.0,30.0,2.0,40.0,100000,1.2476,0.07224
2.25,8.0,29.9,2.0,40.0,1000000,0.4888,0.00566
5.0,10.0,30.0,0.0,0.0,100000,0.5732,0.01696
3.5,18.0,30.0,4.0,40.0,200000,0.8989,0.01465
8.25,12.0,30.0,2.0,40.0,200000,1.0523,0.01995
5.25,12.0,30.0,4.0,40.0,50000,0.7169,0.05575
14.75,12.0,30.0,4.0,40.0,200000,1.4308,0.06101
-12.25,21.0,30.0,4.0,40.0,200000,-0.9473,0.03376
17.75,12.2,22.5,0.0,0.0,1000000,1.5589,0.04407
-9.75,18.0,30.0,4.0,40.0,1000000,-0.5854,0.01197
10.0,8.0,30.0,1.0,40.0,100000,0.7899,0.11037
0.25,24.0,30.0,0.0,0.0,200000,0.0251,0.01499
5.5,9.0,30.9,0.0,0.0,50000,0.6311,0.02822
19.25,21.0,30.0,0.0,0.0,1000000,1.3631,0.0701
-5.5,14.0,29.5,2.0,39.6,200000,-0.4689,0.01728
9.0,10.0,30.0,0.0,0.0,1000000,0.9747,0.01434
5.5,9.0,29.3,6.0,39.6,200000,1.2432,0.01451
13.75,11.0,29.5,2.5,39.6,1000000,1.3984,0.02875
10.75,12.2,22.5,0.0,0.0,1000000,1.1746,0.01464
3.5,8.0,30.0,1.0,40.0,200000,0.5195,0.00952
-2.0,11.0,29.5,2.5,39.6,200000,0.0241,0.0118
9.25,15.0,30.0,0.0,0.0,100000,0.9588,0.0301
6.75,24.0,29.4,4.0,40.0,100000,0.4286,0.0727
6.25,10.0,29.9,2.0,40.0,200000,0.8916,0.01455
18.5,12.0,29.9,1.0,40.0,1000000,1.4429,0.07843
8.75,12.0,30.0,4.0,40.0,1000000,1.3514,0.01469
18.5,15.0,30.9,4.0,40.2,200000,1.3549,0.09156
15.75,12.2,22.5,0.0,0.0,1000000,1.5389,0.0265
15.25,18.0,30.0,0.0,0.0,1000000,1.3708,0.0288
14.25,10.0,29.9,2.0,40.0,200000,1.0245,0.10545
-17.5,15.0,30.0,0.0,0.0,1000000,-1.3899,0.05483
-11.0,11.0,29.5,2.5,39.6,1000000,-0.9477,0.02016
11.25,24.0,30.0,0.0,0.0,1000000,1.0544,0.01656
18.0,21.0,30.0,2.0,40.0,1000000,1.4845,0.06334
1.75,18.0,30.0,4.0,40.0,50000,0.2108,0.05499
3.5,9.0,29.3,6.0,39.6,200000,1.0414,0.01235
-1.25,15.0,29.5,2.0,39.6,50000,-0.2881,0.02858
-16.0,15.0,30.0,0.0,0.0,1000000,-1.392,0.03686
10.25,12.0,30.0,4.0,40.0,200000,1.3289,0.02726
-8.0,15.0,29.5,2.0,39.6,200000,-0.8074,0.02266
14.0,12.0,30.0,2.0,40.0,1000000,1.5228,0.02622
5.75,14.0,29.5,2.0,39.6,1000000,0.907,0.00887
0.5,8.0,30.0,1.0,40.0,100000,0.0607,0.01243
-12.25,18.0,30.0,2.0,40.0,100000,-0.9585,0.0531
-7.75,18.0,30.0,2.0,40.0,100000,-0.8595,0.03069
2.5,21.0,30.0,4.0,40.0,200000,0.7187,0.01552
-1.75,15.0,30.0,2.0,40.0,200000,0.0454,0.01153
5.0,18.0,30.0,0.0,0.0,1000000,0.5397,0.00844
-9.25,18.0,30.0,2.0,40.0,50000,-0.5654,0.07956
3.75,24.0,29.7,2.0,40.0,200000,0.4896,0.01657
-1.0,10.0,30.0,0.0,0.0,50000,-0.0257,0.01803
-15.5,21.0,30.0,0.0,0.0,200000,-1.1747,0.04673
-5.0,24.0,29.4,4.0,40.0,50000,-0.8907,0.06538
16.0,15.0,30.0,2.0,40.0,100000,0.9747,0.12816
7.5,8.0,29.9,2.0,40.0,1000000,1.0235,0.01358
-8.5,15.0,30.0,0.0,0.0,200000,-0.9189,0.02007
15.25,18.0,30.0,2.0,40.0,1000000,1.488,0.03584
2.5,12.0,30.0,4.0,40.0,200000,0.7561,0.01133
-8.0,24.0,30.0,0.0,0.0,1000000,-0.7798,0.01153
-8.75,21.0,30.0,2.0,40.0,1000000,-0.6857,0.01142
-9.0,12.0,30.0,0.0,0.0,200000,-0.929,0.02473
-18.75,18.0,30.0,0.0,0.0,1000000,-1.3684,0.06829
-10.75,24.0,29.4,4.0,40.0,1000000,-0.4459,0.0125
10.5,12.0,30.0,4.0,40.0,50000,1.3283,0.04312
-6.25,21.0,30.0,0.0,0.0,1000000,-0.6583,0.00966
7.5,15.0,30.9,4.0,40.2,1000000,1.1908,0.01041
-15.0,10.0,29.9,2.0,40.0,1000000,-1.0113,0.07601
2.0,12.0,29.9,1.0,40.0,100000,0.4453,0.0147
-4.25,10.0,29.9,2.0,40.0,200000,-0.3694,0.01583
12.75,8.0,30.0,1.0,40.0,1000000,1.2823,0.03589
5.0,15.0,30.0,0.0,0.0,200000,0.6919,0.01441
11.75,18.0,30.0,0.0,0.0,200000,1.0681,0.02789
17.75,14.0,29.5,2.0,39.6,1000000,1.5153,0.06519
12.5,21.0,30.0,2.0,40.0,200000,1.2414,0.03165
4.0,18.0,30.0,4.0,40.0,100000,0.8797,0.02427
-4.5,10.0,30.0,0.0,0.0,100000,-0.5374,0.01504
-1.5,10.0,29.9,2.0,40.0,1000000,0.081,0.006
-14.25,15.0,29.5,2.0,39.6,200000,-0.7841,0.0784
4.75,12.0,30.0,4.0,40.0,1000000,0.9993,0.00778
9.75,10.0,29.9,2.0,40.0,200000,1.1626,0.03083
-10.0,8.0,29.9,2.0,40.0,1000000,-0.8389,0.02485
14.75,8.0,30.0,1.0,40.0,1000000,1.0232,0.07504
-6.5,24.0,29.4,4.0,40.0,1000000,-0.2123,0.01026
-8.75,14.0,29.5,2.0,39.6,1000000,-0.7166,0.01211
-11.0,10.0,29.9,1.0,50.0,1000000,-1.0676,0.01775
-5.75,15.0,30.0,2.0,40.0,1000000,-0.3855,0.00889
-12.0,10.0,30.0,0.0,0.0,1000000,-1.2517,0.01997
-15.0,15.0,30.0,0.0,0.0,200000,-1.1804,0.05515
16.0,18.0,30.0,0.0,0.0,200000,1.2087,0.05347
10.25,12.0,30.0,0.0,0.0,100000,0.9768,0.04806
17.0,12.0,30.1,6.0,39.6,100000,1.5222,0.09526
2.0,10.0,30.0,0.0,0.0,200000,0.3143,0.00915
-16.25,12.2,22.5,0.0,0.0,1000000,-1.556,0.02888
-3.25,18.0,30.0,4.0,40.0,200000,0.1183,0.01503
2.5,24.0,30.0,0.0,0.0,200000,0.2509,0.01551
8.0,9.0,30.9,0.0,0.0,200000,0.8321,0.0281
6.0,18.0,30.0,0.0,0.0,100000,0.8406,0.02269
-9.25,21.0,30.0,0.0,0.0,1000000,-0.9247,0.01253
4.75,24.0,29.4,4.0,40.0,200000,0.9227,0.02009
3.0,8.0,30.0,1.0,40.0,200000,0.4735,0.00886
-1.25,12.0,30.1,6.0,39.6,1000000,0.5136,0.00761
8.5,9.0,30.9,0.0,0.0,50000,0.726,0.07196
18.0,24.0,30.0,0.0,0.0,1000000,1.3339,0.05428
6.5,12.0,30.1,6.0,39.6,1000000,1.3592,0.0096
-1.25,21.0,30.0,4.0,40.0,50000,-0.1903,0.05477
1.75,9.0,29.3,6.0,39.6,200000,0.8599,0.01093
6.75,12.0,30.0,4.0,40.0,50000,0.8415,0.06375
-10.0,15.0,30.0,0.0,0.0,1000000,-1.1092,0.01474
-1.25,12.0,30.0,0.0,0.0,100000,-0.3021,0.01527
6.5,12.0,30.0,2.0,40.0,100000,0.9336,0.01869
17.25,10.0,29.9,2.0,40.0,1000000,1.4668,0.07214
-8.0,12.0,30.0,4.0,40.0,100000,-0.4032,0.09481
-17.75,15.0,29.5,2.0,39.6,1000000,-1.2307,0.05963
6.5,21.0,30.0,2.0,40.0,1000000,0.8882,0.01001
-2.75,21.0,30.0,0.0,0.0,50000,-0.6416,0.04215
17.5,15.0,30.0,2.0,40.0,200000,1.3721,0.07707
4.25,8.0,30.0,0.0,0.0,100000,0.4799,0.01598
12.5,15.0,30.0,2.0,40.0,50000,1.0421,0.07918
-11.25,14.0,29.5,2.0,39.6,100000,-0.4901,0.1203
6.0,12.0,30.0,0.0,0.0,1000000,0.694,0.00972
-4.75,10.0,30.0,0.0,0.0,1000000,-0.5618,0.00893
18.0,18.0,30.0,0.0,0.0,1000000,1.3966,0.05575
1.5,12.0,29.9,1.0,40.0,50000,0.1372,0.02626
-5.25,24.0,29.7,2.0,40.0,50000,-0.9833,0.05396
11.0,8.0,30.0,1.0,40.0,1000000,1.2306,0.02343
-3.0,12.2,22.5,0.0,0.0,100000,-0.4311,0.01726
-4.25,8.0,29.9,2.0,40.0,200000,-0.3296,0.01628
4.5,18.0,30.0,2.0,40.0,200000,0.8657,0.01502
1.5,12.0,29.9,1.0,40.0,1000000,0.2801,0.00553
-2.0,15.0,29.5,2.0,39.6,50000,-0.3462,0.02759
14.5,10.0,29.9,2.0,40.0,200000,0.668,0.14879
-2.25,15.0,30.9,4.0,40.2,1000000,0.2074,0.00763
-2.5,18.0,30.0,0.0,0.0,200000,-0.265,0.01307
4.25,8.0,29.9,2.0,40.0,1000000,0.6898,0.00919
9.0,21.0,30.0,4.0,40.0,50000,0.4134,0.12609
-6.0,12.0,30.0,4.0,40.0,100000,-0.4744,0.07516
6.5,12.2,22.5,0.0,0.0,200000,0.7413,0.01808
8.75,15.0,30.9,4.0,40.2,50000,0.6488,0.09073
1.0,12.0,30.0,4.0,40.0,1000000,0.5842,0.00594
-1.5,24.0,29.7,2.0,40.0,50000,-0.6763,0.05389
-13.75,15.0,30.9,4.0,40.2,1000000,-0.9733,0.02498
-6.25,15.0,30.0,2.0,40.0,1000000,-0.4393,0.00928
1.5,12.0,30.1,6.0,39.6,50000,0.4386,0.04991
9.0,21.0,30.0,2.0,40.0,100000,1.1518,0.02964
14.25,11.0,29.5,2.5,39.6,100000,0.9683,0.10766
-10.5,21.0,30.0,2.0,40.0,1000000,-0.849,0.01317
8.75,21.0,30.0,4.0,40.0,50000,0.4046,0.1247
13.5,12.2,22.5,0.0,0.0,200000,1.2258,0.04606
1.5,10.0,30.0,0.0,0.0,200000,0.2705,0.00916
-14.25,21.0,30.0,2.0,40.0,1000000,-1.2079,0.02138
-9.75,24.0,29.7,2.0,40.0,200000,-0.7969,0.02681
17.75,24.0,29.7,2.0,40.0,200000,1.2398,0.06507
19.25,15.0,30.9,4.0,40.2,1000000,1.4995,0.08616
-17.25,18.0,30.0,2.0,40.0,1000000,-1.276,0.04072
3.0,21.0,30.0,0.0,0.0,200000,0.3091,0.01444
6.75,8.0,30.0,1.0,40.0,100000,0.8099,0.03012
0.0,12.0,30.1,6.0,39.6,100000,0.5812,0.02202
-11.5,12.0,30.1,6.0,39.6,1000000,-0.5449,0.02194
-8.25,10.0,29.9,2.0,40.0,1000000,-0.7238,0.01265
5.75,12.0,29.9,1.0,40.0,1000000,0.7872,0.00949
-7.0,21.0,30.0,4.0,40.0,50000,-0.6295,0.09287
11.0,18.0,30.0,2.0,40.0,1000000,1.2999,0.01656
14.5,21.0,30.0,0.0,0.0,100000,1.1589,0.05233
-17.25,18.0,30.0,4.0,40.0,1000000,-1.1167,0.0432
7.75,15.0,29.5,2.0,39.6,50000,0.9584,0.04143
1.25,12.0,30.0,0.0,0.0,100000,0.302,0.01527
18.75,12.0,30.0,2.0,40.0,1000000,1.5083,0.08321
-4.25,11.0,29.5,2.5,39.6,50000,-0.431,0.03218
-7.5,9.0,29.3,6.0,39.6,50000,-0.3687,0.12002
3.5,15.0,30.0,0.0,0.0,1000000,0.3798,0.00711
-8.5,8.0,30.0,0.0,0.0,100000,-0.698,0.08727
3.25,15.0,30.0,2.0,40.0,1000000,0.5895,0.00694
4.75,8.0,30.0,1.0,40.0,100000,0.6251,0.01622
5.75,24.0,29.7,2.0,40.0,1000000,0.5392,0.01039
-4.0,12.0,29.9,1.0,40.0,100000,-0.4559,0.01666
6.75,15.0,30.0,2.0,40.0,100000,0.9758,0.02118
9.0,10.0,29.9,1.0,50.0,50000,0.9562,0.05864
-6.0,24.0,29.7,2.0,40.0,50000,-0.9574,0.05917
6.25,24.0,29.4,4.0,40.0,200000,1.1421,0.02159
-2.5,21.0,30.0,0.0,0.0,200000,-0.2571,0.01412
7.0,12.2,22.5,0.0,0.0,200000,0.785,0.01919
0.0,14.0,29.5,2.0,39.6,50000,0.0025,0.02963
15.25,12.0,30.0,0.0,0.0,1000000,1.3864,0.03348
-0.25,24.0,29.4,4.0,40.0,1000000,0.1695,0.0099
-1.5,9.0,30.9,0.0,0.0,50000,-0.0574,0.018
-2.25,9.0,29.3,6.0,39.6,1000000,0.4448,0.00716
-0.75,15.0,30.0,0.0,0.0,50000,-0.1382,0.03057
10.5,21.0,30.0,0.0,0.0,200000,1.0536,0.02451
-6.0,14.0,29.5,2.0,39.6,50000,-0.6102,0.03731
2.5,14.0,29.5,2.0,39.6,200000,0.6043,0.0114
8.0,8.0,29.9,2.0,40.0,1000000,1.0773,0.01372
-15.0,10.0,29.9,1.0,50.0,1000000,-1.2442,0.04164
-7.75,15.0,30.0,0.0,0.0,100000,-0.8638,0.02437
0.75,24.0,29.7,2.0,40.0,200000,0.2155,0.01531
12.75,21.0,30.0,4.0,40.0,100000,1.3984,0.04598
-3.5,14.0,29.5,2.0,39.6,50000,-0.4169,0.02705
4.75,18.0,30.0,0.0,0.0,1000000,0.5133,0.00829
-14.25,18.0,30.0,2.0,40.0,1000000,-1.2387,0.02119
14.25,21.0,30.0,0.0,0.0,200000,1.1448,0.03862
4.5,15.0,29.5,2.0,39.6,1000000,0.747,0.00773
-1.5,15.0,29.5,2.0,39.6,200000,0.0719,0.01129
-13.75,12.0,29.9,1.0,40.0,1000000,-1.2959,0.02258
-4.5,8.0,29.9,2.0,40.0,200000,-0.3537,0.01764
4.5,24.0,30.0,0.0,0.0,50000,0.7988,0.05441
19.0,21.0,30.0,2.0,40.0,1000000,1.4676,0.077
-8.5,9.0,29.3,6.0,39.6,50000,-0.2989,0.11889
-1.0,10.0,29.9,1.0,50.0,200000,-0.0419,0.00992
-17.75,15.0,30.0,2.0,40.0,1000000,-1.218,0.06041
-16.5,21.0,30.0,0.0,0.0,1000000,-1.3687,0.03803
16.25,11.0,29.5,2.5,39.6,200000,0.6913,0.16945
-4.0,10.0,29.9,2.0,40.0,200000,-0.3456,0.01525
4.25,15.0,30.9,4.0,40.2,100000,0.9112,0.02192
2.0,15.0,30.9,4.0,40.2,200000,0.7938,0.01242
9.0,12.0,29.9,1.0,40.0,50000,0.995,0.04637
1.5,10.0,29.9,2.0,40.0,50000,0.1864,0.02532
4.25,18.0,30.0,4.0,40.0,200000,0.9617,0.01525
0.0,15.0,29.5,2.0,39.6,1000000,0.243,0.00656
10.75,24.0,29.7,2.0,40.0,200000,1.1256,0.02737
-6.0,24.0,29.7,2.0,40.0,1000000,-0.2285,0.00987
13.5,10.0,29.9,1.0,50.0,1000000,1.4296,0.02536
10.5,8.0,30.0,0.0,0.0,1000000,1.0815,0.02402
-1.5,18.0,30.0,0.0,0.0,1000000,-0.1639,0.00724
13.0,18.0,30.0,4.0,40.0,1000000,1.5664,0.02656
7.5,9.0,29.3,6.0,39.6,200000,1.3994,0.0162
-1.5,8.0,30.0,0.0,0.0,50000,-0.0988,0.01611
-4.0,15.0,30.0,2.0,40.0,100000,-0.4003,0.02238
9.25,8.0,29.9,2.0,40.0,100000,1.0424,0.06092
10.0,18.0,30.0,0.0,0.0,100000,1.0458,0.03148
5.25,18.0,30.0,2.0,40.0,1000000,0.7957,0.00862
2.5,8.0,29.9,2.0,40.0,100000,0.5328,0.01421
-0.75,24.0,29.7,2.0,40.0,50000,-0.6268,0.05507
7.25,14.0,29.5,2.0,39.6,100000,1.006,0.02106
-1.75,14.0,29.5,2.0,39.6,200000,0.0447,0.01123
1.5,8.0,30.0,1.0,40.0,1000000,0.3052,0.00488
6.0,12.0,29.9,1.0,40.0,200000,0.785,0.01387
7.25,9.0,30.9,0.0,0.0,1000000,0.8416,0.01129
-2.25,24.0,29.4,4.0,40.0,50000,-0.7418,0.06048
-8.5,18.0,30.0,2.0,40.0,1000000,-0.6722,0.01126
-4.5,18.0,30.0,4.0,40.0,200000,-0.0242,0.0163
12.75,21.0,30.0,0.0,0.0,200000,1.0969,0.03112
-1.5,12.0,30.1,6.0,39.6,1000000,0.4871,0.00763
-9.5,24.0,30.0,0.0,0.0,100000,-1.1651,0.03543
17.25,15.0,30.9,4.0,40.2,1000000,1.5371,0.05802
6.0,18.0,30.0,0.0,0.0,200000,0.7629,0.01711
-7.5,18.0,30.0,2.0,40.0,50000,-0.7649,0.05145
0.25,14.0,29.5,2.0,39.6,100000,0.399,0.01762
-7.0,8.0,30.0,1.0,40.0,50000,-0.5518,0.08439
13.0,14.0,29.5,2.0,39.6,100000,1.3158,0.04989
-6.0,18.0,30.0,0.0,0.0,200000,-0.7628,0.01712
-8.0,24.0,29.4,4.0,40.0,100000,-0.7735,0.04438
-2.0,24.0,29.7,2.0,40.0,1000000,-0.0515,0.00924
7.75,18.0,30.0,4.0,40.0,200000,1.2561,0.01881
-1.75,24.0,30.0,0.0,0.0,1000000,-0.182,0.00884
-1.25,15.0,30.9,4.0,40.2,200000,0.2987,0.01244
10.25,18.0,30.0,4.0,40.0,1000000,1.4332,0.01616
5.0,12.0,30.0,4.0,40.0,50000,0.7094,0.05375
11.5,15.0,30.0,0.0,0.0,100000,1.0847,0.04471
-9.0,15.0,30.0,0.0,0.0,100000,-0.9434,0.02889
7.25,12.0,30.0,2.0,40.0,50000,0.9816,0.03017
17.75,12.0,29.9,1.0,40.0,1000000,1.489,0.06117
-6.75,18.0,30.0,0.0,0.0,100000,-0.8871,0.02367
-12.25,12.0,29.9,1.0,40.0,1000000,-1.18,0.01928
0.25,12.2,22.5,0.0,0.0,200000,0.0289,0.00965
11.25,15.0,30.9,4.0,40.2,1000000,1.4054,0.01781
9.5,21.0,30.0,0.0,0.0,100000,1.0941,0.03159
-1.5,24.0,30.0,0.0,0.0,100000,-0.1793,0.02547
-11.75,15.0,30.9,4.0,40.2,1000000,-0.788,0.01768
-4.5,9.0,29.3,6.0,39.6,50000,-0.3853,0.09063
-8.25,18.0,30.0,4.0,40.0,50000,-0.3456,0.11589
5.5,8.0,30.0,0.0,0.0,1000000,0.6162,0.0098
3.25,10.0,29.9,1.0,50.0,50000,0.4605,0.02555
-0.75,15.0,30.0,2.0,40.0,50000,-0.0571,0.03151
12.75,18.0,30.0,0.0,0.0,1000000,1.2554,0.01864
-13.5,14.0,29.5,2.0,39.6,200000,-0.8145,0.06684
9.5,10.0,29.9,2.0,40.0,50000,1.1176,0.05544
11.0,24.0,29.4,4.0,40.0,100000,0.4864,0.11232
2.0,21.0,30.0,2.0,40.0,50000,0.3946,0.05753
3.25,10.0,29.9,2.0,40.0,50000,0.5023,0.02999
6.5,12.0,29.9,1.0,40.0,50000,0.8212,0.02783
-17.0,14.0,29.5,2.0,39.6,1000000,-1.2413,0.05018
1.0,15.0,30.0,0.0,0.0,200000,0.108,0.01103
15.75,9.0,30.9,0.0,0.0,1000000,0.9688,0.10517
-8.0,21.0,30.0,4.0,40.0,200000,-0.4353,0.02287
-5.75,8.0,30.0,0.0,0.0,200000,-0.6214,0.01829
-10.75,10.0,29.9,2.0,40.0,200000,-0.5323,0.11221
8.75,8.0,29.9,2.0,40.0,50000,1.0307,0.06193
-13.0,15.0,30.9,4.0,40.2,1000000,-0.91,0.02206
2.25,15.0,29.5,2.0,39.6,50000,0.3095,0.0378
-3.75,18.0,30.0,2.0,40.0,50000,-0.5782,0.03442
15.5,21.0,30.0,2.0,40.0,1000000,1.4698,0.03799
-8.25,12.0,30.0,4.0,40.0,200000,-0.4231,0.08831
15.0,12.0,29.9,1.0,40.0,200000,1.0334,0.09389
11.5,10.0,29.9,2.0,40.0,50000,0.8893,0.11454
-2.0,21.0,30.0,0.0,0.0,200000,-0.2073,0.01389
-5.75,18.0,30.0,0.0,0.0,100000,-0.8252,0.02242
-4.25,14.0,29.5,2.0,39.6,50000,-0.4783,0.02903
5.25,15.0,30.0,2.0,40.0,200000,0.8541,0.0137
-6.25,11.0,29.5,2.5,39.6,100000,-0.5729,0.0362
16.0,14.0,29.5,2.0,39.6,200000,1.3345,0.06506
11.25,10.0,30.0,0.0,0.0,1000000,1.188,0.01811
-8.5,15.0,30.0,2.0,40.0,100000,-0.8113,0.03517
10.0,15.0,30.9,4.0,40.2,1000000,1.3374,0.01478
-12.0,24.0,30.0,0.0,0.0,1000000,-1.1387,0.01861
17.25,12.0,29.9,1.0,40.0,1000000,1.5099,0.05182
2.25,24.0,29.4,4.0,40.0,200000,0.4483,0.0163
-11.5,21.0,30.0,2.0,40.0,100000,-1.0705,0.04505
9.25,8.0,29.9,2.0,40.0,200000,1.0832,0.04638
10.25,11.0,29.5,2.5,39.6,200000,1.1247,0.02785
-19.0,21.0,30.0,4.0,40.0,1000000,-1.0341,0.06805
2.0,24.0,29.7,2.0,40.0,1000000,0.2091,0.00921
16.5,15.0,30.9,4.0,40.2,1000000,1.5404,0.04962
11.25,15.0,30.0,2.0,40.0,50000,1.1898,0.05379
6.25,15.0,29.5,2.0,39.6,50000,0.7676,0.04383
1.75,12.0,30.1,6.0,39.6,50000,0.4645,0.05112
3.75,11.0,29.5,2.5,39.6,100000,0.7362,0.01631
-3.75,15.0,29.5,2.0,39.6,200000,-0.1889,0.0144
11.25,15.0,30.0,0.0,0.0,100000,1.0841,0.04256
15.25,21.0,30.0,0.0,0.0,100000,0.5376,0.16648
-5.0,12.0,30.0,4.0,40.0,200000,-0.1466,0.01934
19.0,14.0,29.5,2.0,39.6,200000,1.1853,0.1289
-6.25,9.0,30.9,0.0,0.0,1000000,-0.7546,0.01035
9.25,8.0,29.9,2.0,40.0,50000,1.0245,0.07189
17.5,14.0,29.5,2.0,39.6,1000000,1.518,0.06166
7.5,12.0,30.0,2.0,40.0,100000,0.9979,0.02093
14.0,12.2,22.5,0.0,0.0,200000,1.1899,0.05276
1.75,8.0,30.0,0.0,0.0,50000,0.1158,0.0164
-8.75,8.0,29.9,2.0,40.0,50000,-0.5244,0.11068
-5.75,12.0,30.0,0.0,0.0,50000,-0.673,0.02658
12.25,24.0,29.7,2.0,40.0,100000,1.0608,0.04753
-3.0,9.0,29.3,6.0,39.6,1000000,0.3655,0.00757
-5.75,10.0,30.0,0.0,0.0,1000000,-0.6706,0.0101
-6.0,12.0,29.9,1.0,40.0,100000,-0.6166,0.02252
1.25,15.0,30.0,2.0,40.0,200000,0.3985,0.01152
-6.0,10.0,29.9,2.0,40.0,1000000,-0.4204,0.00991
13.0,21.0,30.0,4.0,40.0,1000000,1.5275,0.02833
-10.75,18.0,30.0,2.0,40.0,200000,-1.0377,0.02848
-18.0,18.0,30.0,0.0,0.0,200000,-1.1908,0.07804
7.0,8.0,30.0,0.0,0.0,100000,0.7295,0.03757
-6.0,10.0,29.9,2.0,40.0,50000,-0.5089,0.04627
10.25,18.0,30.0,0.0,0.0,100000,1.0581,0.03218
0.25,21.0,30.0,4.0,40.0,1000000,0.491,0.00882
8.0,10.0,29.9,2.0,40.0,100000,1.0105,0.02827
16.75,24.0,29.4,4.0,40.0,200000,1.3162,0.06329
18.0,12.0,30.1,6.0,39.6,1000000,1.673,0.09416
18.25,12.0,30.1,6.0,39.6,1000000,1.6669,0.09832
0.25,21.0,30.0,4.0,40.0,50000,-0.0868,0.05904
